mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,feature,selected,feature_score
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_delta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_delta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_delta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_theta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_theta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_alpha__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_alpha__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_beta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_beta__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_bp_gamma__Pz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__C3,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__C4,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__Cz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__Fz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__Oz,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__PO7,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__PO8,True,
general,COHORT,P10,valence,eeg,knn,all,all,1,eeg_se_gamma__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_sd__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hm__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_hc__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_mf_hz__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_delta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_delta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_theta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_theta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_alpha__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_alpha__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_beta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_beta__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_bp_gamma__Pz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__C3,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__C4,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__Cz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__Fz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__Oz,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__PO7,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__PO8,True,
general,COHORT,P11,valence,eeg,knn,all,all,2,eeg_se_gamma__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_sd__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hm__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_hc__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_mf_hz__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_delta__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_delta__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_theta__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_theta__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_alpha__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__Fz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__Oz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__PO7,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__PO8,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_se_alpha__Pz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_beta__C3,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_beta__C4,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_beta__Cz,True,
general,COHORT,P19,valence,eeg,knn,all,all,3,eeg_bp_beta__Fz,True,
